PWS ID,PWS Name,Contaminant,Result (µg/L),Health-Based Ref Conc (µg/L),Collection Date,Facility ID,Facility Name,Sample Point ID,Sample Point Name,Sample Event Code,Sample ID,Method ID,PWS Size,Facility Water Type,Sample Point Type,EPA Region,State,Result > Health-Based Ref Conc
LA1001001,TOWN OF CHURCH POINT WATER SYSTEM,lithium,11.9,10,2/5/2024,TP001,TOWN OF CHURCH POINT WATER SYSTEM,4BXP,125 SOUTH GUIDRY,SE1,112907P,EPA 200.7,S,GW,EP,Region 6,LA,N
LA1001002,CROWLEY WATER SYSTEM (LAWCO),4:2 FTS,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),6:2 FTS,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),8:2 FTS,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),9Cl-PF3ONS,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),11Cl-PF3OUdS,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),ADONA,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),HFPO-DA,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),lithium,25.9,10,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 200.7,L,GW,EP,Region 6,LA,Y
LA1001002,CROWLEY WATER SYSTEM (LAWCO),NEtFOSAA,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 537.1,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),NFDHA,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),NMeFOSAA,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 537.1,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),PFBA,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),PFBS,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),PFDA,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),PFDoA,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),PFEESA,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),PFHpA,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),PFHpS,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),PFHxA,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),PFHxS,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),PFMBA,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),PFMPA,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),PFNA,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),PFOA,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),PFOS,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),PFPeA,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),PFPeS,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),PFTA,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 537.1,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),PFTrDA,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 537.1,L,GW,EP,Region 6,LA,N/A
LA1001002,CROWLEY WATER SYSTEM (LAWCO),PFUnA,< MRL,,12/5/2023,44001,Treatment for Wells,4AHU,Tap along Clay St. from Clearwell,SE1,35845993001SE1,EPA 533,L,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,4:2 FTS,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,6:2 FTS,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,8:2 FTS,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,9Cl-PF3ONS,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,11Cl-PF3OUdS,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,ADONA,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,HFPO-DA,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,lithium,20.0,10,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 200.7,S,GW,EP,Region 6,LA,Y
LA1001025,EGAN WATER CORPORATION,NEtFOSAA,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 537.1,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,NFDHA,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,NMeFOSAA,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 537.1,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFBA,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFBS,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFDA,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFDoA,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFEESA,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFHpA,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFHpS,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFHxA,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFHxS,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFMBA,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFMPA,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFNA,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFOA,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFOS,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFPeA,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFPeS,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFTA,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 537.1,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFTrDA,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 537.1,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFUnA,< MRL,,6/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE1,104996P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,4:2 FTS,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,6:2 FTS,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,8:2 FTS,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,9Cl-PF3ONS,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,11Cl-PF3OUdS,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,ADONA,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,HFPO-DA,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,lithium,18,10,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 200.7,S,GW,EP,Region 6,LA,Y
LA1001025,EGAN WATER CORPORATION,NEtFOSAA,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 537.1,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,NFDHA,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,NMeFOSAA,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 537.1,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFBA,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFBS,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFDA,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFDoA,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFEESA,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFHpA,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFHpS,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFHxA,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFHxS,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFMBA,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFMPA,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFNA,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFOA,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFOS,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFPeA,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFPeS,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFTA,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 537.1,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFTrDA,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 537.1,S,GW,EP,Region 6,LA,N/A
LA1001025,EGAN WATER CORPORATION,PFUnA,< MRL,,12/6/2023,TP001,EGAN WATER CORPORATION,4YAS,TP - NW CORNER OF BLDG,SE2,110654P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,4:2 FTS,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,6:2 FTS,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,8:2 FTS,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,9Cl-PF3ONS,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,11Cl-PF3OUdS,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,ADONA,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,HFPO-DA,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,lithium,< MRL,10,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 200.7,S,GW,EP,Region 6,LA,N
LA1003006,CITY OF OAKDALE WATER SYSTEM,NEtFOSAA,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 537.1,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,NFDHA,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,NMeFOSAA,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 537.1,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,PFBA,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,PFBS,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,PFDA,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,PFDoA,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,PFEESA,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,PFHpA,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,PFHpS,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,PFHxA,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,PFHxS,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,PFMBA,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,PFMPA,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,PFNA,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,PFOA,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,PFOS,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,PFPeA,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,PFPeS,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 533,S,GW,EP,Region 6,LA,N/A
LA1003006,CITY OF OAKDALE WATER SYSTEM,PFTA,< MRL,,2/14/2023,TP001,CITY OF OAKDALE WATER SYSTEM,5ABX,424 RIVER RD.,SE1,101577P,EPA 537.1,S,GW,EP,Region 6,LA,N/A
